"activity" "subject" "subject.1" "activity.1" "TimeDomain_BodyAccelerometer-mean-X" "TimeDomain_BodyAccelerometer-mean-Y" "TimeDomain_BodyAccelerometer-mean-Z" "TimeDomain_BodyAccelerometer_StandardDeviation_X" "TimeDomain_BodyAccelerometer-correlation-X,Z" "TimeDomain_BodyAccelerometer-correlation-Y,Z" "TimeDomain_GravityAccelerometer-mean-X" "TimeDomain_GravityAccelerometer-mean-Y" "TimeDomain_GravityAccelerometer-mean-Z" "TimeDomain_GravityAccelerometer_StandardDeviation_X" "TimeDomain_GravityAccelerometer-correlation-X,Z" "TimeDomain_GravityAccelerometer-correlation-Y,Z" "TimeDomain_BodyAccelerometerJerk-mean-X" "TimeDomain_BodyAccelerometerJerk-mean-Y" "TimeDomain_BodyAccelerometerJerk-mean-Z" "TimeDomain_BodyAccelerometerJerk_StandardDeviation_X" "TimeDomain_BodyAccelerometerJerk-correlation-X,Z" "TimeDomain_BodyAccelerometerJerk-correlation-Y,Z" "TimeDomain_BodyGyroscope-mean-X" "TimeDomain_BodyGyroscope-mean-Y" "TimeDomain_BodyGyroscope-mean-Z" "TimeDomain_BodyGyroscope_StandardDeviation_X" "TimeDomain_BodyGyroscope-correlation-X,Z" "TimeDomain_BodyGyroscope-correlation-Y,Z" "TimeDomain_BodyGyroscopeJerk-mean-X" "TimeDomain_BodyGyroscopeJerk-mean-Y" "TimeDomain_BodyGyroscopeJerk-mean-Z" "TimeDomain_BodyGyroscopeJerk_StandardDeviation_X" "TimeDomain_BodyGyroscopeJerk-correlation-X,Z" "TimeDomain_BodyGyroscopeJerk-correlation-Y,Z" "TimeDomain_BodyAccelerometerMagnitude-arCoeff3" "TimeDomain_BodyAccelerometerMagnitude-arCoeff4" "TimeDomain_GravityAccelerometerMagnitude-arCoeff3" "TimeDomain_GravityAccelerometerMagnitude-arCoeff4" "TimeDomain_BodyAccelerometerJerkMagnitude-arCoeff3" "TimeDomain_BodyAccelerometerJerkMagnitude-arCoeff4" "TimeDomain_BodyGyroscopeMagnitude-arCoeff3" "TimeDomain_BodyGyroscopeMagnitude-arCoeff4" "TimeDomain_BodyGyroscopeJerkMagnitude-arCoeff3" "TimeDomain_BodyGyroscopeJerkMagnitude-arCoeff4" "FrequencyDomain_BodyAccelerometer-mean-X" "FrequencyDomain_BodyAccelerometer-mean-Y" "FrequencyDomain_BodyAccelerometer-mean-Z" "FrequencyDomain_BodyAccelerometer_StandardDeviation_X" "FrequencyDomain_BodyAccelerometer-maxInds-Y" "FrequencyDomain_BodyAccelerometer-maxInds-Z" "FrequencyDomain_BodyAccelerometer-meanFreq-X" "FrequencyDomain_BodyAccelerometer-bandsEnergy-1,24" "FrequencyDomain_BodyAccelerometer-bandsEnergy-25,48" "FrequencyDomain_BodyAccelerometerJerk-mean-X" "FrequencyDomain_BodyAccelerometerJerk-mean-Y" "FrequencyDomain_BodyAccelerometerJerk-mean-Z" "FrequencyDomain_BodyAccelerometerJerk_StandardDeviation_X" "FrequencyDomain_BodyAccelerometerJerk-maxInds-Y" "FrequencyDomain_BodyAccelerometerJerk-maxInds-Z" "FrequencyDomain_BodyAccelerometerJerk-meanFreq-X" "FrequencyDomain_BodyAccelerometerJerk-bandsEnergy-1,24" "FrequencyDomain_BodyAccelerometerJerk-bandsEnergy-25,48" "FrequencyDomain_BodyGyroscope-mean-X" "FrequencyDomain_BodyGyroscope-mean-Y" "FrequencyDomain_BodyGyroscope-mean-Z" "FrequencyDomain_BodyGyroscope_StandardDeviation_X" "FrequencyDomain_BodyGyroscope-maxInds-Y" "FrequencyDomain_BodyGyroscope-maxInds-Z" "FrequencyDomain_BodyGyroscope-meanFreq-X" "FrequencyDomain_BodyGyroscope-bandsEnergy-1,24" "FrequencyDomain_BodyGyroscope-bandsEnergy-25,48" "FrequencyDomain_BodyAccelerometerMagnitude-entropy" "FrequencyDomain_BodyAccelerometerMagnitude-skewness" "FrequencyDomain_BodyAccelerometerMagnitude-kurtosis" "FrequencyDomain_BodyBodyAccelerometerJerkMagnitude-entropy" "FrequencyDomain_BodyBodyAccelerometerJerkMagnitude-skewness" "FrequencyDomain_BodyBodyAccelerometerJerkMagnitude-kurtosis" "FrequencyDomain_BodyBodyGyroscopeMagnitude-entropy" "FrequencyDomain_BodyBodyGyroscopeMagnitude-skewness" "FrequencyDomain_BodyBodyGyroscopeMagnitude-kurtosis" "FrequencyDomain_BodyBodyGyroscopeJerkMagnitude-entropy"
"WALKING_DOWNSTAIRS" 8 8 3 0.283484089210526 -0.0211058674973684 -0.107598135394737 0.0241393473736842 -0.305593056121053 0.139198542178947 0.914023498421053 -0.187610243421053 -0.141817934963684 -0.945766561578947 0.0204442385263158 -0.103306969952632 0.118938088342105 -0.0380193846210526 -0.0394356157631579 0.250143724521053 -0.415856227368421 -0.0104686364763158 -0.121189625973684 -0.0500760173342105 0.114143855152368 -0.258430885531579 -0.136882530442105 -0.109945660142105 -0.0349283489710526 -0.0534969692794737 -0.0867903297078947 -0.267887897328947 -0.103863205013158 -0.262498837060526 0.0409143773289474 -0.0744066138947368 0.0409143773289474 -0.0744066138947368 -0.201254608613158 0.135326652060526 0.236160878947368 -0.163516342036842 -0.233652304623684 0.0264807258868421 0.136590199860526 0.388412779763158 0.159589756534211 -0.0260463260078947 -0.656140350710526 -0.623481781842105 -0.200757851 -0.385717265407895 -0.643506805526316 0.214841402815789 0.220639687868421 0.0586096890447368 0.172658982065789 -0.368421052631579 -0.18 -0.170997897197368 -0.314356469281579 -0.669188829210526 -0.130740445236842 0.116090879026316 0.0277498065176316 -0.302735102631579 -0.560271645263158 -0.773139745789474 -0.177172958760526 -0.631455823421053 -0.825791006315789 0.778185889473684 -0.610261661842105 -0.847143373947368 0.683255956578947 -0.246028190815789 -0.5849580345 0.760811171842105 -0.513430051289474 -0.775656798947368 0.675755594473684
"WALKING_UPSTAIRS" 8 8 2 0.258880152048781 -0.0282415136341463 -0.11512211995122 -0.171712174634146 -0.185983872390244 0.0607712872804878 0.860368718780488 -0.291341491707317 -0.192306960631707 -0.926673287804878 0.312797472365854 0.0361241692439024 0.0813816809395122 0.014120592097561 -0.0674583919268293 -0.186618895268293 0.0894616410536585 0.333008865609756 0.19270447595122 -0.204205356087805 -0.0724546025804878 -0.367428367219512 -0.351912818804878 0.337222485170732 -0.15544567414878 -0.027919577097561 -0.0534090382439024 -0.40507069195122 -0.072917508804878 -0.168401559609756 0.0221200404878049 -0.0355258931585366 0.0221200404878049 -0.0355258931585366 -0.163605263890244 -0.109103119353659 -0.0996045657195122 0.121521785397561 -0.11821011395122 -0.139604081414634 -0.166411065387805 0.263431399878049 -0.0729496941121951 -0.175284990170732 -0.822764225365854 -0.810506564390244 -0.290117827804878 -0.358110416097561 -0.905434094390244 -0.200277249165854 -0.0257952590634146 -0.386655803658537 -0.24733661795122 -0.437073170731707 -0.562926829268293 -0.115989564712683 -0.756775624390244 -0.912262253658537 -0.240260761682927 -0.113162144460976 0.16597418695122 -0.409955580780488 -0.844217149512195 -0.912531538292683 -0.221044979219512 -0.055435175 -0.889712524878049 0.563303533414634 -0.519284040536585 -0.782479516341463 0.431014097560976 -0.593701504390244 -0.864175517804878 0.622725458292683 -0.294064107463415 -0.628119494756098 0.479609787804878
"LAYING" 9 9 6 0.2591955368 -0.020526821662 -0.10754972144 -0.94233309 -0.393128866154 0.17478719393 -0.5802528348 -0.1191541962 0.9578730416 -0.9218210626 -0.43594731936 0.333730747512 0.08807344764 0.011561732718 -0.0070536778584 -0.9647404702 0.002637530034 -0.104510308384 -0.013632036148 -0.15890291983 0.101275010682 -0.9422465098 0.1067547568426 -0.019368605526 -0.10384667982 -0.027552256948 -0.0569490475 -0.945329035 0.2676263788932 0.05233717034 0.053912321748 -0.03475627097 0.053912321748 -0.03475627097 -0.058854108738 -0.17310916842 0.112050072712 -0.102307685452 0.04573994019 -0.24291405214 -0.946865494 -0.9343665984 -0.9459190006 -0.9409810272 -0.9360000002 -0.47846153814 -0.4459627774628 -0.9955539652 -0.999015566 -0.964304065 -0.9640828062 -0.955909215 -0.9686013042 -0.5016 -0.3608 -0.08503093738 -0.9966696298 -0.9990531826 -0.930297921 -0.9345796594 -0.9598150092 -0.9463891504 -0.85419354744 -0.7875862072 -0.23069917904112 -0.9986422042 -0.999783319 -0.6151604708 -0.17939220078 -0.47607278294 -0.8231685518 -0.31842098436 -0.621387831818 -0.319590341238 -0.176680079212 -0.5052705871016 -0.60612714986
"SITTING" 9 9 4 0.24832674354 -0.02701677698 -0.07537846886 -0.9572277914 -0.32332389714 -0.100636305321 0.9163245106 -0.0414258228938 0.085263099144 -0.9552804062 -0.3191470646 -0.09185080816 0.077005006374 0.009817397262 -0.008674672651 -0.9645358564 -0.01583286672 -0.0872141293 -0.042328876778 -0.04142711812 0.0807919285908 -0.9590200492 0.06841718084 0.03892704132 -0.0930708106 -0.046663441472 -0.052841489994 -0.9645323452 0.165923981974 0.018818416532 0.0077127233 0.0562231956 0.0077127233 0.0562231956 -0.028951949854 -0.124840094398 0.066523233034 0.0062099363658 -0.039493873498 -0.198698909014 -0.959413594 -0.911683219 -0.8922013438 -0.956903459 -0.862666667 -0.9276923076 -0.109383841734 -0.9474201612 -0.9976781268 -0.9655962396 -0.9580073906 -0.9575269752 -0.9666604036 -0.488 -0.4424 0.02039798558 -0.9969775656 -0.9991917092 -0.950315237 -0.9396930078 -0.940312313 -0.9618360162 -0.8967741925 -0.8882758628 -0.128144114548 -0.992022635 -0.9994898884 -0.59792468598 -0.27602884536 -0.58487678432 -0.8229904436 -0.3146482975 -0.63044777698 -0.43814636074 -0.097317931332 -0.4164685885 -0.69690340186
"STANDING" 9 9 5 0.282310057333333 -0.0200454954022222 -0.0952747481333333 -0.975741252444444 -0.193221483124444 -0.002906223 0.961323502222222 -0.010383816474 0.00914769235555555 -0.989103160444444 0.0777927468 0.0984196948444444 0.0760032053555556 0.0130699796066667 -0.004700785502 -0.969973398888889 -0.166329603756667 -0.0745801372626667 -0.029183136346 -0.060810158296 0.0992409332222222 -0.921990612 0.209472488711111 0.0861318178822222 -0.095897704 -0.0419199574333333 -0.0575743131488889 -0.949105691555556 0.309695734973333 0.0790481374 0.134256407155556 -0.175888661268889 0.134256407155556 -0.175888661268889 -0.0307384019466667 -0.101200527133333 0.0460832010777778 -0.0233493446944444 -0.0697721337647556 -0.214072391712222 -0.971662692 -0.944849431777778 -0.941686874222222 -0.977579248444444 -0.927407407111111 -0.911111110888889 -0.105711680368889 -0.991342564888889 -0.999226670222222 -0.971313768666667 -0.962624298888889 -0.967129200444444 -0.971278823333333 -0.368 -0.332444444444444 -0.0235041479111111 -0.998081686 -0.999416611111111 -0.916974437555556 -0.954514301555556 -0.941510336 -0.924738576444444 -0.870967740666667 -0.820689655555556 -0.222857823644444 -0.995440302444444 -0.999402978444444 -0.704317258355556 -0.331415881777778 -0.603837977288889 -0.885511002 -0.3655168708 -0.665113909213333 -0.403464133822222 -0.244878147488889 -0.582191977044444 -0.673390900311111
"WALKING" 9 9 1 0.278502842115385 -0.0180891971284423 -0.110820512307692 -0.238353562692308 -0.0484480115403846 -0.0466757132692308 0.951867079615385 -0.0314341738730769 -0.115856121080385 -0.980971973653846 0.15355297975 -0.176156275096154 0.0704357270480769 0.0212255910017308 0.00414762740192308 -0.206733787961538 0.617604753653846 -0.123706675015385 -0.0808360598653846 -0.0625598710615385 0.111629779896154 -0.476163506730769 -0.338106740098077 0.10255169175 -0.0809204094461538 -0.0356283427038462 -0.0633406620592308 -0.526985309038462 0.0529765389653846 0.156673064403846 -0.0243787739538462 0.000811984626923077 -0.0243787739538462 0.000811984626923077 0.0146883366459615 -0.0645859088288462 0.335053106653846 -0.277710785192308 0.0030910699 -0.10991331495 -0.294711163653846 -0.257677616153846 -0.250806259788462 -0.218019977423077 -0.430769231346154 -0.69230769 -0.310727563365385 -0.549559887115385 -0.922679107884615 -0.314265401346154 -0.367706595 -0.399541245192308 -0.170228340134423 -0.550769230769231 -0.639230769230769 -0.378291493076923 -0.706847698076923 -0.922810610384615 -0.383676120961538 -0.436905860576923 -0.240222512134615 -0.507404512692308 -0.509925557615385 -0.616710877884615 -0.200624503730769 -0.730414934615385 -0.951322497307692 0.442093396538462 -0.504246373461538 -0.772993254038462 0.255236833923077 0.236401498353846 -0.0195931503596154 0.4900358875 -0.383847455308077 -0.670427065730769 0.318919361096154
"WALKING_DOWNSTAIRS" 9 9 3 0.295923445 -0.0203994269075476 -0.0910278793952381 0.213392270547619 -0.683131650714286 -0.00103673464285714 0.938417773333333 -0.0352304645104762 -0.082276174942619 -0.952141220714286 0.0460311244333333 0.211249326452381 0.130193043809524 -0.0206865965952381 0.00262568854761905 0.017623342197619 -0.249809294785714 -0.146625991952381 -0.0916383011071429 -0.0712598843142857 0.116804400690476 -0.396429197952381 0.092425416047619 0.111816406047619 -0.094591202447619 -0.0597608334619048 -0.0678080598785714 -0.509669314047619 0.153305639785714 0.17796755202381 0.167545842642857 -0.163449938385714 0.167545842642857 -0.163449938385714 0.120809184883333 -0.133525867835714 0.0482290971190476 -0.0302257720142857 -0.093839397252381 -0.0722065338785714 0.103128506197619 -0.183120455428571 -0.103705822657857 0.250488758869048 -0.71746031547619 -0.732600730952381 -0.440633905714286 -0.464517494357143 -0.891498631904762 -0.0645354342404762 -0.313643041809524 -0.293677789595238 0.00938224337142857 -0.42 -0.555238095238095 -0.43402213 -0.652107006904762 -0.884793765952381 -0.325042890904762 -0.312512195452381 -0.250686586719048 -0.423558773952381 -0.42703533097619 -0.579638755238095 -0.165224231566667 -0.737309525 -0.95732146047619 0.660510125952381 -0.414211202904762 -0.735296219285714 0.510854988809524 0.145447920242857 -0.155145848571429 0.619725016666667 -0.437528278571429 -0.732193125 0.457713326904762
"WALKING_UPSTAIRS" 9 9 2 0.262436475714286 -0.0195101099975714 -0.125219003959184 -0.36144437755102 -0.0157479345734694 0.102077829702041 0.902647777755102 -0.0377947824285714 -0.266009866857143 -0.954383557142857 0.510902366142857 0.182263375940816 0.0692266245755102 0.00126612218367347 0.00766046602367347 -0.335291644693878 0.448762643942857 -0.150372255557143 -0.16396719 -0.0412587909579592 0.14569462592449 -0.343976630734694 0.21598337462449 -0.0076405836244898 -0.0684689593355102 -0.0302797452408163 -0.0236327911183673 -0.660419534285714 0.067377749344898 0.233974790832653 -0.00687601737959184 -0.057498012077551 -0.00687601737959184 -0.057498012077551 -0.0372099245530612 -0.181009621142857 -0.0329338440530612 -0.0401468311991837 0.0404447861061224 -0.331805496069388 -0.342735952653061 -0.405022798163265 -0.384710423408163 -0.369815777346939 -0.931972786122449 -0.810047094897959 -0.341219678720408 -0.699674010816327 -0.96554839122449 -0.402044750408163 -0.608498592040816 -0.615125710612245 -0.327421989591837 -0.568979591836735 -0.637551020408163 -0.427211088244898 -0.889380566122449 -0.97254183755102 -0.313941631326531 -0.499159202857143 -0.327698671183673 -0.361626377102041 -0.848584592857143 -0.936664318367347 -0.284881768510204 -0.617232705510204 -0.985946741632653 0.411015871134694 -0.485569017489796 -0.761357658163265 0.217693515469388 -0.254025189632653 -0.592811698081633 0.393148833469388 -0.281019388938775 -0.621321914157143 0.171969528802041
"LAYING" 10 10 6 0.280230574137931 -0.024294484137931 -0.117168642362069 -0.968283685 -0.130919068544828 0.198550505132759 -0.453069737586207 -0.139297681034483 -0.031121624137931 -0.954531941896552 -0.335230738517241 0.267568776551724 0.073815064487931 0.015698997097069 0.00716689586275862 -0.978007466724138 0.160818095720172 0.0537799832775862 -0.019555937162069 -0.0770325657265517 0.104720478344828 -0.961713199827586 -0.0492621813551724 0.349684613027586 -0.100308254413793 -0.0388797920413793 -0.0590744912758621 -0.965900578103448 -0.00311887841992534 0.229910128396552 0.2207255631 -0.234737669836724 0.2207255631 -0.234737669836724 0.0121403244224138 -0.161957723810345 0.116325031744828 -0.124708365267241 -0.281408750598276 -0.042370714 -0.96918420862069 -0.954341849137931 -0.964300845172414 -0.96796803862069 -0.667816092068966 -0.761273209551724 -0.14052022862069 -0.992501823793103 -0.998379302413793 -0.979014668793104 -0.968039173793103 -0.972592212931034 -0.978904364137931 -0.268965517241379 -0.169655172413793 0.0485572099491379 -0.998385808793103 -0.999083019482759 -0.953793912068965 -0.954670034482759 -0.969755777241379 -0.96454456637931 -0.317018910310345 -0.722948869827586 0.0707575751344828 -0.998192375 -0.999603570689655 -0.794412388091379 -0.39113748 -0.630092490844828 -0.901184604655172 -0.431499640827586 -0.746607867810345 -0.493981905189655 -0.425214986484483 -0.689278438827586 -0.645809858224138
"SITTING" 10 10 4 0.270612056481481 -0.015042681852037 -0.104253238796296 -0.982901825925926 -0.166637015509259 -0.0659910681962963 0.791887198148148 -0.041260775 0.20253457287037 -0.973128354074074 -0.0799920948407407 -0.0573292534518519 0.0775372505185185 0.00897875458703704 -0.00499566427666667 -0.988946414074074 0.143572834775926 -0.12825041202037 -0.0432432176851852 -0.0679993598888889 0.0745958869444444 -0.988873097222222 -0.098580874087037 0.0371799255351852 -0.0931555026481481 -0.0411216540925926 -0.048941191502963 -0.992326657222222 -0.076114994912963 -0.000211548755555554 0.229528370462963 -0.226193472962963 0.229528370462963 -0.226193472962963 -0.0518382467966667 -0.0833584458592593 0.155575480805556 -0.081258029162963 -0.00136482865185185 -0.242498425535185 -0.984943144259259 -0.9404502 -0.97464465462963 -0.982242427777778 -0.974074073888889 -0.8190883195 -0.0826140728898148 -0.997057625740741 -0.999570224259259 -0.989365013888889 -0.980962856111111 -0.986056767777778 -0.989550917407407 -0.271851851851852 -0.121481481481481 0.193449216333333 -0.999627286851852 -0.999750758333333 -0.986477363333333 -0.986179215555556 -0.96539546962963 -0.989712360740741 -0.814814814444444 -0.978288633333333 0.214105020574074 -0.997786263148148 -0.99962647 -0.845923054555556 -0.41429850197037 -0.64065644037037 -0.965310417222222 -0.530006243425926 -0.780025093203704 -0.745384635 -0.106065895672222 -0.383318637222222 -0.925342854814815
"STANDING" 10 10 5 0.276650300681818 -0.0155418603409091 -0.107964083931818 -0.978403481818182 -0.100090473340909 -0.0250130712954546 0.954008785454545 -0.0431597830454545 0.0346980210431818 -0.991259485 -0.107895052059091 0.0985991069090909 0.0809784390227273 0.0119007630575 -0.00485841031477273 -0.964311490454545 -0.0143029174090909 -0.0796386097136364 -0.0281854325604545 -0.0876820486363636 0.103251560681818 -0.929895057954545 -0.141229287034091 0.0363740090227273 -0.104753833181818 -0.0371593000727273 -0.0584162547045455 -0.950367548409091 -0.252227791811364 0.0877587747159091 0.228496338181818 -0.247357183681818 0.228496338181818 -0.247357183681818 -0.00666062177272727 -0.193682018699539 0.145786676459091 -0.0617755138704545 0.0486995614909091 -0.269765459795455 -0.970099814318182 -0.923378745227273 -0.955272383863636 -0.982949246136364 -0.843939393409091 -0.947552447045454 0.159123629063636 -0.994730062045455 -0.999334125 -0.963565166136364 -0.942187760454545 -0.972241512272727 -0.968612135909091 -0.433636363636364 -0.304545454545455 0.253301389636364 -0.998867220227273 -0.999443032272727 -0.924005912954545 -0.960323800909091 -0.950915730909091 -0.932273942727273 -0.835777125 -0.923197492045455 -0.281787222606818 -0.997994110227273 -0.999595625681818 -0.682490868636364 -0.333060616052273 -0.620447264090909 -0.833074909545455 -0.386071484027273 -0.684584117022727 -0.407760133968182 -0.221927425043182 -0.572889747227273 -0.674266437409091
"WALKING" 10 10 1 0.278574076603774 -0.017022351190566 -0.109057512132075 -0.178709734396226 -0.0544503301292453 -0.0611848628867925 0.963092149811321 -0.0838277013962264 0.0549276242264151 -0.974435158113208 -0.227582018941509 -0.0244950234339623 0.0857943809283019 0.00408248792641509 -0.0162953195396226 -0.0521991013207547 -0.0660508269754717 -0.0975611775660377 0.0106894976215094 -0.0819540783760943 0.0986695731160377 -0.414205475283019 0.229425297001887 -0.127845155071698 -0.122709563462264 -0.0519204981037736 -0.0611262928849057 -0.366063723207547 -0.215706232350943 -0.139183141733962 0.161347628628302 -0.111562641045075 0.161347628628302 -0.111562641045075 -0.0253479757773585 0.264758168075509 -0.0342759013507547 0.0932161988773585 0.084281202909434 -0.094458922509434 -0.114190001283019 0.0533911909886792 -0.41218272245283 -0.206366497226415 -0.740880500566038 -0.92307692 -0.26332591785283 -0.823454846415094 -0.889545641509434 -0.107941107467925 0.0309052018326415 -0.464020508867925 -0.0791518267107547 -0.241509433962264 -0.184905660377359 -0.260130638807547 -0.855858996415094 -0.890495978301887 -0.277913780754717 -0.345209034528302 -0.108530029881132 -0.458292932830189 -0.61290323 -0.764476252264151 -0.0933671419018868 -0.665213916415094 -0.896339273018868 0.567247743773585 -0.54033403509434 -0.820531587924528 0.516763058490566 -0.123217912330679 -0.547734172264151 0.579025131698113 -0.54119271 -0.828828299622641 0.431031485849057
"WALKING_DOWNSTAIRS" 10 10 3 0.290401594315789 -0.0200050770710526 -0.110848597247368 0.295733547631579 0.0563234309473684 -0.0941661335 0.939807421052632 -0.0646160768947368 0.0418715409263158 -0.939267613157895 -0.3518677525 -0.0216573754473684 0.100959387447368 0.0107824902368421 0.000152617173684209 0.223275806105263 -0.0797472156052632 -0.143346476410526 -0.124839594289474 -0.106742538831579 0.0724433685578947 -0.304745377026316 -0.0919562765526316 -0.0200715389973684 -0.0643764005526316 -0.0489378053157895 -0.0720413112078947 -0.416986139210526 -0.2154947945 0.0630922155263158 0.0235438078421053 0.0129445237444737 0.0235438078421053 0.0129445237444737 -0.128290758789474 0.103247672868421 0.371101783247368 -0.321840354591053 -0.0245839330789474 -0.185044181868421 0.215665273157895 0.00904660360263158 -0.157728357742105 0.324957743157895 -0.60350877 -0.827935224736842 -0.321679050052632 -0.689653069736842 -0.759061590263158 0.181419131002632 -0.119504295573684 -0.240679035428947 0.156912678626316 -0.553684210526316 -0.0821052631578947 -0.236779781631579 -0.746631602368421 -0.762503575263158 -0.214350280079211 -0.272495710342105 0.0391366814342105 -0.339514358157895 -0.648556877105263 -0.705989109473684 -0.177215651634211 -0.533852553421053 -0.842944755789474 0.719852957368421 -0.355337650128947 -0.644518287105263 0.609934576842105 -0.0821680753421053 -0.391226715578947 0.614784651052632 -0.478345071342105 -0.759637024210526 0.459355257894737
"WALKING_UPSTAIRS" 10 10 2 0.267121853404255 -0.0143854920340426 -0.118180420834043 -0.161591924234043 -0.176163838978723 -0.0663678299361702 0.931861027446809 -0.0565670278723404 0.0227527702016383 -0.959216072340425 -0.281400055012766 -0.0457011287106383 0.0648829303510638 0.0266314282191489 -0.0513375831851064 -0.187220175510638 -0.0908377631276596 -0.256392092785106 0.0733447168425532 -0.0954600216446809 0.0879664182957447 -0.308534708121277 0.0253255453829787 -0.204529440578723 -0.157212539189362 -0.0372348522521277 -0.036502173787234 -0.427291343617021 -0.213406587510638 0.053198012812766 -0.0182110464404255 0.138516420442553 -0.0182110464404255 0.138516420442553 -0.117875619448936 -0.0271347419574468 -0.0449987181702128 0.0533772470680851 0.00950166956808511 -0.232274150829787 -0.139410790617021 -0.0390688222212766 -0.301206408085106 -0.171957349438298 -0.706382977446809 -0.919803598085106 -0.300390927148936 -0.547928077446808 -0.951908958510638 -0.20121432216383 -0.206872839212766 -0.553230667234043 -0.247598320858298 -0.557446808510638 -0.432340425531915 -0.230337514021277 -0.87674557787234 -0.953777711914894 -0.218524716912766 -0.235858986212766 -0.262763367170213 -0.34130162006383 -0.934111186382979 -0.78283198787234 -0.235765046724681 -0.758659146170213 -0.950255493191489 0.52299990787234 -0.449782622340426 -0.754972782978723 0.41478835212766 -0.385212671680851 -0.710475794255319 0.589865470425532 -0.257559653893617 -0.604090384468085 0.349971951702128
"LAYING" 11 11 6 0.280592970877193 -0.0176598052315789 -0.108786578070175 -0.98477733 -0.0324846536807018 -0.299803529087719 -0.134832031403509 0.943017941403509 0.112620189964912 -0.97956560245614 -0.122153674824561 -0.0111856699403509 0.0766645337017544 0.0122193853629825 0.00277690502070175 -0.985259108596491 0.208238004350877 -0.31107749907193 -0.0191743840136842 -0.041559989822807 0.152019015929825 -0.980836884561403 0.227663495384211 0.26879210445614 -0.102297501877193 -0.0412391429298246 -0.0666957489649123 -0.981724838421053 0.0641667489859649 -0.0774202688875439 0.248159012561404 -0.302775860092982 0.248159012561404 -0.302775860092982 0.0222872870333509 -0.140573953387719 0.177229548545614 -0.101938166947368 0.0449439993350877 -0.241264003631579 -0.983801365614035 -0.971403935438596 -0.973576812807018 -0.985322211929825 -0.536842105263158 -0.804318488421053 -0.0637709766210526 -0.998248059122807 -0.999488705263158 -0.984884874385965 -0.973882496666667 -0.979564844210526 -0.987122678245614 -0.35859649122807 -0.254035087719298 0.178104551486316 -0.999098823684211 -0.999491618947368 -0.97618747122807 -0.982640271929825 -0.961434420701754 -0.982424585438596 -0.818902093859649 -0.849969752105263 0.00610819990350877 -0.997336252982456 -0.999566973859649 -0.862499806491228 -0.547832928368421 -0.767607157368421 -0.928463383859649 -0.546662084596491 -0.818521673359649 -0.729029657 -0.231526052484211 -0.499654967666667 -0.889600925438596
"SITTING" 11 11 4 0.276590197358491 -0.0149195616754717 -0.112840218339623 -0.982796562075472 -0.0739063570584906 -0.139938512454717 0.871963798301887 0.213716305739623 0.188531695981132 -0.988069341132075 0.0120653684075472 -0.166800729377358 0.0761777324716981 -0.000213838552075472 0.00833400761716981 -0.980335163584906 0.0392151088490566 -0.162877830877358 -0.0399984915849057 -0.0755284478679245 0.0761739419056604 -0.988164911509434 0.110645635622642 0.174610049018868 -0.0948423481320755 -0.0392813049264151 -0.0505395462396226 -0.990501518301887 0.143911301060377 0.216386588650943 0.143113828509434 -0.180551586683019 0.143113828509434 -0.180551586683019 0.00780302706415094 -0.0784679427062264 0.109463882369811 -0.0108222752032075 -0.0229253993207547 -0.235632971251321 -0.981481454339623 -0.934503182830189 -0.972855110377359 -0.983389810188679 -0.896855346037736 -0.776487663396226 -0.050340397354717 -0.998086290754717 -0.999520886037736 -0.980831750377358 -0.967454617735849 -0.981124861320755 -0.981607942075472 -0.331320754716981 -0.157735849056604 0.153320197518868 -0.999488085660377 -0.999596101698113 -0.985106875471698 -0.98263664490566 -0.954453821132075 -0.989189512641509 -0.795496043018868 -0.918022120943396 0.115678529336604 -0.997468051886792 -0.999608015471698 -0.784194254528302 -0.304015196707547 -0.544440694830189 -0.914703743962264 -0.286579234660377 -0.595530601641509 -0.636364601132075 -0.144029771915094 -0.435233920043396 -0.845682826792453
"STANDING" 11 11 5 0.277715562765957 -0.0171990886595745 -0.108686630425532 -0.994978878723404 -0.118983769485106 -0.0057263752269149 0.956464535957447 -0.173082704680851 0.127198423404255 -0.994529398085106 -0.410221230180851 0.111656315134043 0.0760097721914894 0.0124130965551064 -0.00074591623212766 -0.992527404255319 0.156694480397872 -0.0949691380234043 -0.0293141521489362 -0.0765465041914894 0.0810588216170213 -0.980242494680851 0.0877649546702128 -0.105026926765957 -0.099519355893617 -0.0395992140851064 -0.0524732752340426 -0.986690403617021 -0.104574184991702 0.00709114004255319 0.237971029531915 -0.218978622659574 0.237971029531915 -0.218978622659574 -0.0419020021323234 -0.156079366780851 0.182831885961702 -0.0431078319838298 0.00426058303340426 -0.264032638668085 -0.993808050638298 -0.968703072553191 -0.987669785531915 -0.995573762978723 -0.907801418021277 -0.862520457659574 0.0890102416978723 -0.99964099212766 -0.99980026787234 -0.992385450851064 -0.979287024255319 -0.988460788085106 -0.993414564042553 -0.323404255319149 -0.105531914893617 0.312171839674468 -0.999775725957447 -0.99979198 -0.978301717234043 -0.994025488297872 -0.980762968085106 -0.981009115744681 -0.706245709914894 -0.904622156808511 -0.129935993361702 -0.999576944893617 -0.999912280638298 -0.899958914468085 -0.438363181297872 -0.686419529851064 -0.983002187234043 -0.578955073397872 -0.82787898106383 -0.736582309574468 -0.311715765768085 -0.637807670212766 -0.941107798723404
